22:24:39.416 [JavaFX App] DEBUG FXGLLoggerFactory    - Service [LoggerFactory] initialized
22:24:39.789 [JavaFX App] DEBUG FXGLDisplay          - Using CSS: CSS(externalForm=jar:file:/C:/Users/Whit/IdeaProjects/Breakout2/lib/FXGL-0.2.5-uber.jar!/assets/ui/css/fxgl_dark.css)
22:24:39.793 [JavaFX App] DEBUG FXGLInput            - Service [Input] initialized
22:24:39.794 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Screenshot - P
22:24:39.795 [JavaFX App] DEBUG FXGLInput            - Registered new binding: Developer Options - CTRL+0
22:24:39.795 [JavaFX App] DEBUG GameApplication      - Initializing global event handlers
22:24:39.824 [JavaFX App] DEBUG FXGLMasterTimer      - Service [MasterTimer] initialized
22:24:39.836 [JavaFX App] DEBUG FXGLEventBus         - Firing event: SaveEvent
22:24:39.838 [JavaFX App] DEBUG FXGLInput            - Saving data to profile
22:24:39.839 [JavaFX App] DEBUG Bundle               - Logging bundle: input
22:24:39.839 [JavaFX App] DEBUG Bundle               - input.Screenshot=P
22:24:39.839 [JavaFX App] DEBUG Bundle               - input.Developer Options=CTRL+0
22:24:39.839 [JavaFX App] DEBUG FXGLDisplay          - Saving data to profile
22:24:39.839 [JavaFX App] DEBUG Bundle               - Logging bundle: scene
22:24:39.839 [JavaFX App] DEBUG Bundle               - scene.sizeW=640.0
22:24:39.839 [JavaFX App] DEBUG Bundle               - scene.sizeH=700.0
22:24:39.840 [JavaFX App] DEBUG FXGLAudioPlayer      - Service [AudioPlayer] initialized
22:24:39.840 [JavaFX App] DEBUG FXGLAudioPlayer      - Saving data to profile
22:24:39.840 [JavaFX App] DEBUG Bundle               - Logging bundle: audio
22:24:39.840 [JavaFX App] DEBUG Bundle               - audio.musicVolume=0.5
22:24:39.841 [JavaFX App] DEBUG Bundle               - audio.soundVolume=0.5
22:24:39.841 [JavaFX App] DEBUG AchievementManager   - Service [AchievementManager] initialized
22:24:39.842 [JavaFX App] DEBUG AchievementManager   - Saving data to profile
22:24:39.842 [JavaFX App] DEBUG Bundle               - Logging bundle: achievement
22:24:39.842 [JavaFX App] DEBUG FXGLMasterTimer      - Saving data to profile
22:24:39.842 [JavaFX App] DEBUG Bundle               - Logging bundle: timer
22:24:39.842 [JavaFX App] DEBUG Bundle               - timer.playtime=0
22:24:39.842 [JavaFX App] DEBUG GameApplication      - Starting new game
22:24:39.844 [JavaFX App] DEBUG GameApplication      - Initializing App
22:24:39.845 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=PAUSE]
22:24:39.845 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
22:24:39.846 [JavaFX App] DEBUG FXGLMasterTimer      - Stopping master timer
22:24:39.846 [JavaFX App] DEBUG GameApplication      - State: STARTUP -> PAUSED
22:24:39.847 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=RESET]
22:24:39.847 [JavaFX App] DEBUG GameWorld            - Resetting game world
22:24:39.847 [JavaFX App] TRACE EntityWorld          - Resetting entity world
22:24:39.849 [JavaFX App] DEBUG PhysicsWorld         - Resetting physics world
22:24:39.849 [JavaFX App] DEBUG GameScene            - Resetting game scene
22:24:39.849 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
22:24:39.849 [JavaFX App] DEBUG FXGLMasterTimer      - Resetting ticks and clearing all actions
22:24:39.893 [JavaFX App] DEBUG GameApplication      - State: PAUSED -> LOADING
22:24:39.934 [JavaFX App] DEBUG GameApplication      - Starting FXGL Init Thread
22:24:39.935 [FXGL Init ] DEBUG InitAppTask          - Initializing Assets
22:24:39.940 [FXGL Init ] DEBUG AssetLoader          - Loading from disk: /assets/textures/ball.png
22:24:39.949 [FXGL Init ] DEBUG AssetLoader          - Loading from disk: /assets/textures/brick.png
22:24:39.950 [FXGL Init ] DEBUG AssetLoader          - Loading from disk: /assets/textures/paddle.png
22:24:40.077 [JavaFX App] DEBUG FXGLDisplay          - Showing stage
22:24:40.077 [JavaFX App] DEBUG FXGLDisplay          - Root size: 640.0x700.0
22:24:40.077 [JavaFX App] DEBUG FXGLDisplay          - Scene size: 640.0x700.0
22:24:40.078 [JavaFX App] DEBUG FXGLDisplay          - Stage size: 658.0x747.0
22:24:40.202 [JavaFX App] INFO  GameApplication      - GameApplication start took: 0.733688468 sec
22:24:40.353 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/sounds/menu/back.wav
22:24:40.353 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/sounds/menu/press.wav
22:24:40.353 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/sounds/menu/select.wav
22:24:40.353 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/sounds/system/notification.wav
22:24:41.054 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/ui/fonts/Copperplate_Gothic_Light_Regular.ttf
22:24:41.280 [FXGL Init ] DEBUG InitAppTask          - Initializing Game
22:24:41.301 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/paddle.png
22:24:41.302 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/ball.png
22:24:41.302 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.303 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.304 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.305 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.306 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.307 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.308 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.309 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.309 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.310 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.311 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.312 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.313 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.314 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.314 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.315 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.316 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.316 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.317 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.317 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.318 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.318 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.319 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.319 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.320 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.320 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.321 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.321 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.322 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.322 [FXGL Init ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png
22:24:41.322 [FXGL Init ] DEBUG InitAppTask          - Initializing Physics
22:24:41.323 [FXGL Init ] DEBUG InitAppTask          - Initializing UI
22:24:41.323 [FXGL Init ] DEBUG InitAppTask          - Initialization Complete
22:24:41.323 [FXGL Init ] INFO  InitAppTask          - Game init took: 1.388142456 sec
22:24:41.324 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=INIT_APP_COMPLETE]
22:24:41.324 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=RESUME]
22:24:41.325 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
22:24:41.325 [JavaFX App] DEBUG FXGLMasterTimer      - Starting master timer
22:24:41.325 [JavaFX App] DEBUG GameApplication      - State: LOADING -> PLAYING
22:24:41.339 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.340 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.341 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.343 [JavaFX App] DEBUG GameScene            - Creating render group for layer: TOP(2147483647)
22:24:41.347 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.347 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.347 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.347 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.347 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.347 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.347 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.348 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.348 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.348 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.348 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.348 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.348 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.348 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.348 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.348 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.349 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.349 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.349 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.349 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.350 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.350 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.350 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.350 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.350 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.350 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.350 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.350 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.350 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.350 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.350 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.350 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.351 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.351 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.351 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.351 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.351 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.351 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.351 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.351 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.351 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.351 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.352 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.352 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.352 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.352 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.352 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.352 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.352 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.352 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.352 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.352 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.353 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.353 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.353 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.353 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.353 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.353 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.353 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.353 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.353 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.353 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.353 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.353 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.354 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.354 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.354 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.354 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.354 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.354 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.354 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.354 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.354 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.355 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.355 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.355 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.355 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.355 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.355 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.355 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.355 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.355 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.355 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.355 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.356 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.356 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.356 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.356 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.356 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.356 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.356 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.356 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.357 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.357 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.357 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.357 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.357 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.357 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.357 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.357 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.358 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.358 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.358 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.358 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.358 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.358 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.358 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.358 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.358 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.358 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.358 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.358 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.359 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.359 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.359 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.359 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.359 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.359 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.359 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.359 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.359 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.359 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.359 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.360 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.360 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.360 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.360 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.360 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.360 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.360 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.360 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.360 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.361 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.361 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.361 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.361 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.361 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:41.361 [JavaFX App] TRACE Entity               - Initializing entity
22:24:41.361 [JavaFX App] DEBUG GameScene            - Entity added to scene
22:24:41.361 [JavaFX App] DEBUG GameScene            - Added MainViewComponent
22:24:41.362 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_ADDED]
22:24:42.140 [JavaFX App] DEBUG GameScene            - Entity removed from scene
22:24:42.141 [JavaFX App] DEBUG GameScene            - Removed MainViewComponent
22:24:42.146 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_REMOVED]
22:24:42.146 [JavaFX App] TRACE Entity               - Cleaning entity
22:24:42.146 [JavaFX App] TRACE Entity               - Removing all controls
22:24:42.147 [JavaFX App] TRACE Entity               - Removing all components
22:24:45.850 [JavaFX App] DEBUG GameScene            - Entity removed from scene
22:24:45.850 [JavaFX App] DEBUG GameScene            - Removed MainViewComponent
22:24:45.852 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_REMOVED]
22:24:45.852 [JavaFX App] TRACE Entity               - Cleaning entity
22:24:45.853 [JavaFX App] TRACE Entity               - Removing all controls
22:24:45.853 [JavaFX App] TRACE Entity               - Removing all components
22:24:45.853 [JavaFX App] DEBUG GameScene            - Entity removed from scene
22:24:45.853 [JavaFX App] DEBUG GameScene            - Removed MainViewComponent
22:24:45.854 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_REMOVED]
22:24:45.854 [JavaFX App] TRACE Entity               - Cleaning entity
22:24:45.854 [JavaFX App] TRACE Entity               - Removing all controls
22:24:45.854 [JavaFX App] TRACE Entity               - Removing all components
22:24:45.946 [JavaFX App] DEBUG GameScene            - Entity removed from scene
22:24:45.946 [JavaFX App] DEBUG GameScene            - Removed MainViewComponent
22:24:45.947 [JavaFX App] DEBUG FXGLEventBus         - Firing event: WorldEvent[type=ENTITY_REMOVED]
22:24:45.948 [JavaFX App] TRACE Entity               - Cleaning entity
22:24:45.948 [JavaFX App] TRACE Entity               - Removing all controls
22:24:45.948 [JavaFX App] TRACE Entity               - Removing all components
22:24:49.405 [JavaFX App] DEBUG FXGLEventBus         - Firing event: DisplayEvent[type=DIALOG_OPENED]
22:24:49.406 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=PAUSE]
22:24:49.406 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
22:24:49.406 [JavaFX App] DEBUG FXGLMasterTimer      - Stopping master timer
22:24:49.406 [JavaFX App] DEBUG GameApplication      - State: PLAYING -> PAUSED
22:24:49.406 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
22:24:50.258 [JavaFX App] DEBUG FXGLEventBus         - Firing event: DisplayEvent[type=DIALOG_CLOSED]
22:24:50.258 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=RESUME]
22:24:50.258 [JavaFX App] DEBUG FXGLInput            - Clearing active input actions
22:24:50.258 [JavaFX App] DEBUG FXGLMasterTimer      - Starting master timer
22:24:50.259 [JavaFX App] DEBUG GameApplication      - State: PAUSED -> PLAYING
22:24:50.259 [JavaFX App] DEBUG FXGLEventBus         - Firing event: DisplayEvent[type=CLOSE_REQUEST]
22:24:50.259 [JavaFX App] DEBUG FXGLEventBus         - Firing event: FXGLEvent[type=EXIT]
22:24:50.264 [JavaFX App] DEBUG FXGL                 - Saving FXGL system data
22:24:50.266 [JavaFX App] DEBUG IOTask               - Executing task: writeDataTask(system/fxgl.bundle)
22:24:50.269 [JavaFX App] DEBUG FS                   - Writing to: system\fxgl.bundle
22:24:50.274 [JavaFX App] DEBUG IOTask               - Task succeeded: writeDataTask(system/fxgl.bundle)
